trial_index,rng_seed,scenario_name,SNR_dB,az_sep_deg,beta,rho,phase_deg,az_truth,el_truth,route_name,status,confidence,az_est,el_est,success,false_high,boundary_missed,reject_reason,light_route_name,light_status,light_confidence,music_peak_count,music_peak_sep_deg,music_peak2_ratio,music_reliable_flag,common_el_proxy_flag,common_el_proxy_failure_reason,refocus_score,refocus_score_gap,refocus_best_az_pair,refocus_truth_az_error,refocus_candidate_correct_but_rejected,truth_pair_in_refocus_top1,truth_pair_in_refocus_top3,truth_pair_in_refocus_top5,rank1_score,rank1_score_gap,rank1_residual,rank1_best_az_pair,rank1_truth_az_error,rank1_route_reliable,rank1_candidate_correct_but_rejected,truth_pair_in_rank1_top1,truth_pair_in_rank1_top3,truth_pair_in_rank1_top5,low_cost_boundary_flag,boundary_unreliable_flag,final_step87_route,final_confidence_flag,final_failure_reason,rank1_failure_reason,runtime_sec
903,910604,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.57055898479748e-07,2.92087317820543,[-0.1 0.02],0.10499999999999,1,0,1,1,1.57055898479748e-07,2.92087317820543,1.57055898479748e-07,[-0.1 0.02],0.10499999999999,1,0,0,0,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.2104545
904,910605,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.30704299859875e-07,0.944365311263816,[-0.14 0.06],0.0649999999999977,0,0,0,0,1.30704299859875e-07,0.944365311263816,1.30704299859875e-07,[-0.14 0.06],0.0649999999999977,1,0,0,0,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1961414
905,910606,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,8.61041464624893e-07,0.0862089735508577,[-0.14 0.06],0.0649999999999977,0,0,0,1,8.61041464624893e-07,0.0862089735508577,8.61041464624893e-07,[-0.14 0.06],0.0649999999999977,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2127767
906,910607,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.54677051875052e-07,0.0221431122912922,[-0.1 0.02],0.10499999999999,0,0,0,0,7.54677051875052e-07,0.0221431122912922,7.54677051875052e-07,[-0.1 0.02],0.10499999999999,1,0,0,0,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.2111073
907,910608,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.34865995811853e-07,0.218285521615024,[-0.18 0.1],0.0550000000000068,0,0,0,0,6.34865995811853e-07,0.218285521615024,6.34865995811853e-07,[-0.18 0.1],0.0550000000000068,1,0,0,0,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2176254
908,910609,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.67283721058512e-07,1.39500504909184,[-0.12 0.04],0.085000000000008,0,0,0,0,2.67283721058512e-07,1.39500504909184,2.67283721058512e-07,[-0.12 0.04],0.085000000000008,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2181643
909,910610,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,8.44970994359307e-07,0.338232405023768,[-0.22 0.14],0.0949999999999989,0,0,0,0,8.44970994359307e-07,0.338232405023768,8.44970994359307e-07,[-0.22 0.14],0.0949999999999989,1,0,0,0,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2231559
910,910611,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.26661020784099e-08,2.00238541333878,[-0.12 0.04],0.085000000000008,0,0,0,0,3.26661020784099e-08,2.00238541333878,3.26661020784099e-08,[-0.12 0.04],0.085000000000008,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2164492
911,910612,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,791946786.199719,[-0.2 0.12],0.0749999999999886,0,0,0,1,0,791946786.199719,0,[-0.2 0.12],0.0749999999999886,1,0,0,0,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1966484
912,910613,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,753561132.853943,[-0.22 0.14],0.0949999999999989,0,0,0,0,0,753561132.853943,0,[-0.22 0.14],0.0949999999999989,1,0,0,0,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2012337
913,910614,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.18 0.1],0.0550000000000068,1,0,1,1,0,0,0,[-0.18 0.1],0.0550000000000068,0,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.2131992
914,910615,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.26894949192125e-07,1.41235039354945,[-0.14 0.06],0.0649999999999977,0,0,0,0,1.26894949192125e-07,1.41235039354945,1.26894949192125e-07,[-0.14 0.06],0.0649999999999977,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1929086
915,910616,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.46528503035507e-07,0.59187429683241,[-0.1 0.02],0.10499999999999,0,0,0,0,3.46528503035507e-07,0.59187429683241,3.46528503035507e-07,[-0.1 0.02],0.10499999999999,1,0,0,0,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.2168877
916,910617,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.22 0.14],0.0949999999999989,0,0,0,0,0,0,0,[-0.22 0.14],0.0949999999999989,0,0,0,0,1,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.2102888
917,910618,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.47160752267694e-07,0.321093975281742,[-0.1 0.02],0.10499999999999,1,0,1,1,2.47160752267694e-07,0.321093975281742,2.47160752267694e-07,[-0.1 0.02],0.10499999999999,1,1,0,1,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.2144191
918,910619,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.09591759425841e-07,0.114785782386237,[-0.14 0.06],0.0649999999999977,1,0,1,1,3.09591759425841e-07,0.114785782386237,3.09591759425841e-07,[-0.14 0.06],0.0649999999999977,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2145204
919,910620,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.5850052677642e-07,0.360244276014259,[-0.12 0.04],0.085000000000008,0,0,0,0,6.5850052677642e-07,0.360244276014259,6.5850052677642e-07,[-0.12 0.04],0.085000000000008,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2035866
920,910621,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,8.18318440323502e-07,0.0534311031630199,[-0.14 0.06],0.0649999999999977,0,0,0,0,8.18318440323502e-07,0.0534311031630199,8.18318440323502e-07,[-0.14 0.06],0.0649999999999977,1,0,0,0,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1999024
921,910622,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.87022578967265e-07,0.0460984211712468,[-0.1 0.02],0.10499999999999,0,0,0,0,2.87022578967265e-07,0.0460984211712468,2.87022578967265e-07,[-0.1 0.02],0.10499999999999,1,1,0,1,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.2087902
922,910623,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.39147628032675e-07,0.381309699889071,[-0.12 0.04],0.085000000000008,0,0,0,0,2.39147628032675e-07,0.381309699889071,2.39147628032675e-07,[-0.12 0.04],0.085000000000008,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1961868
923,910624,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,235022663.723517,[-0.16 0.08],0.0449999999999875,1,1,1,1,0,235022663.723517,0,[-0.16 0.08],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1981
924,910625,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.89309025462327e-07,0.0164468710417553,[-0.18 0.1],0.0550000000000068,0,0,0,1,4.89309025462327e-07,0.0164468710417553,4.89309025462327e-07,[-0.18 0.1],0.0550000000000068,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1941249
925,910626,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.18 0.1],0.0550000000000068,1,0,1,1,0,0,0,[-0.18 0.1],0.0550000000000068,0,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.2239807
926,910627,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,9.25095040469153e-07,0.182708929421409,[-0.1 0.02],0.10499999999999,0,0,0,1,9.25095040469153e-07,0.182708929421409,9.25095040469153e-07,[-0.1 0.02],0.10499999999999,1,1,0,1,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.2089125
927,910628,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.16 0.08],0.0449999999999875,1,1,1,1,0,0,0,[-0.16 0.08],0.0449999999999875,0,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.2218365
928,910629,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.25649861448558e-07,0.312848499789518,[-0.16 0.08],0.0449999999999875,1,1,1,1,2.25649861448558e-07,0.312848499789518,2.25649861448558e-07,[-0.16 0.08],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2151011
929,910630,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.08197743586918e-07,1.41133151331668,[-0.12 0.04],0.085000000000008,1,0,1,1,4.08197743586918e-07,1.41133151331668,4.08197743586918e-07,[-0.12 0.04],0.085000000000008,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1916326
930,910631,medium_beta_pair,16,0.25,0.5,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.08307413103697e-07,3.62076447588534,[-0.12 0.04],0.085000000000008,0,0,0,1,1.08307413103697e-07,3.62076447588534,1.08307413103697e-07,[-0.12 0.04],0.085000000000008,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2069488
931,910632,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,1339482852.74419,[-0.2 0.06],0.0749999999999886,0,0,0,0,0,1339482852.74419,0,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2212643
932,910633,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.05781096036757e-07,0.0621091628891587,[-0.2 0.06],0.0749999999999886,0,0,0,0,7.05781096036757e-07,0.0621091628891587,7.05781096036757e-07,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2191229
933,910634,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.28079495300344e-06,0.107452305584126,[-0.2 0.06],0.0749999999999886,0,0,0,0,1.28079495300344e-06,0.107452305584126,1.28079495300344e-06,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1996855
934,910635,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.11648969781193e-06,0.645733715442128,[-0.2 0.06],0.0749999999999886,0,0,0,0,1.11648969781193e-06,0.645733715442128,1.11648969781193e-06,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2011073
935,910636,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.444984467192e-07,0.278824995625757,[-0.2 0.06],0.0749999999999886,0,0,0,0,6.444984467192e-07,0.278824995625757,6.444984467192e-07,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2132821
936,910637,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.05906656686169e-06,0.730966727080212,[-0.2 0.06],0.0749999999999886,0,0,0,0,1.05906656686169e-06,0.730966727080212,1.05906656686169e-06,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2315002
937,910638,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.99031563728019e-07,0.297924885925266,[-0.18 0.04],0.085000000000008,0,0,0,0,3.99031563728019e-07,0.297924885925266,3.99031563728019e-07,[-0.18 0.04],0.085000000000008,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.213636
938,910639,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.60696030610914e-07,0.945309854790678,[-0.16 0.02],0.10499999999999,0,0,0,0,2.60696030610914e-07,0.945309854790678,2.60696030610914e-07,[-0.16 0.02],0.10499999999999,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2258615
939,910640,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.2 0.06],0.0749999999999886,0,0,0,0,0,0,0,[-0.2 0.06],0.0749999999999886,0,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.2124407
940,910641,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,8.87341456064327e-07,0.00907690708486329,[-0.14 0],0.125,0,0,0,0,8.87341456064327e-07,0.00907690708486329,8.87341456064327e-07,[-0.14 0],0.125,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2006281
941,910642,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.6026232893952e-07,0.398819563115946,[-0.2 0.06],0.0749999999999886,0,0,0,0,4.6026232893952e-07,0.398819563115946,4.6026232893952e-07,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.210509
942,910643,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.49872909482596e-07,2.11898244241999,[-0.18 0.04],0.085000000000008,0,0,0,0,1.49872909482596e-07,2.11898244241999,1.49872909482596e-07,[-0.18 0.04],0.085000000000008,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2064666
943,910644,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,1910593542.92368,[-0.18 0.04],0.085000000000008,0,0,0,0,0,1910593542.92368,0,[-0.18 0.04],0.085000000000008,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2171584
944,910645,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,224987837.814366,[-0.2 0.06],0.0749999999999886,0,0,0,0,0,224987837.814366,0,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2121366
945,910646,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.67101126204363e-07,0.818310244617717,[-0.18 0.04],0.085000000000008,0,0,0,0,7.67101126204363e-07,0.818310244617717,7.67101126204363e-07,[-0.18 0.04],0.085000000000008,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2254884
946,910647,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.24 0.1],0.115000000000009,0,0,0,0,0,0,0,[-0.24 0.1],0.115000000000009,0,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.2140822
947,910648,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.1518618262654e-08,8.32222367109371,[-0.18 0.04],0.085000000000008,0,0,0,0,1.1518618262654e-08,8.32222367109371,1.1518618262654e-08,[-0.18 0.04],0.085000000000008,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1999668
948,910649,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.10798481750225e-06,0.284031810648884,[-0.2 0.06],0.0749999999999886,0,0,0,0,2.10798481750225e-06,0.284031810648884,2.10798481750225e-06,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2072181
949,910650,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.24 0.1],0.115000000000009,0,0,0,0,0,0,0,[-0.24 0.1],0.115000000000009,0,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.2162807
950,910651,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.19443564929108e-07,0.148726538058927,[-0.2 0.06],0.0749999999999886,0,0,0,0,3.19443564929108e-07,0.148726538058927,3.19443564929108e-07,[-0.2 0.06],0.0749999999999886,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1967851
951,910652,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,131027947.450487,[-0.22 0.08],0.0949999999999989,0,0,0,0,0,131027947.450487,0,[-0.22 0.08],0.0949999999999989,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.212292
952,910653,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,3833034094.05119,[-0.24 0.1],0.115000000000009,0,0,0,0,0,3833034094.05119,0,[-0.24 0.1],0.115000000000009,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2137477
953,910654,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,0,[-0.2 0.06],0.0749999999999886,0,0,0,0,0,0,0,[-0.2 0.06],0.0749999999999886,0,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,rank1_score_gap_too_small,0.2143524
954,910655,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.50822775375713e-06,0.00489878378396648,[-0.22 0.08],0.0949999999999989,0,0,0,0,1.50822775375713e-06,0.00489878378396648,1.50822775375713e-06,[-0.22 0.08],0.0949999999999989,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2257622
955,910656,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.70652959138089e-07,0.04956058883456,[-0.16 0.02],0.10499999999999,0,0,0,0,4.70652959138089e-07,0.04956058883456,4.70652959138089e-07,[-0.16 0.02],0.10499999999999,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2033175
956,910657,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.5272125355546e-07,0.820590314548412,[-0.16 0.02],0.10499999999999,0,0,0,0,2.5272125355546e-07,0.820590314548412,2.5272125355546e-07,[-0.16 0.02],0.10499999999999,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1967169
957,910658,medium_beta_pair,16,0.25,0.3,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,5.17520810617615e-07,0.2086735351678,[-0.22 0.08],0.0949999999999989,0,0,0,0,5.17520810617615e-07,0.2086735351678,5.17520810617615e-07,[-0.22 0.08],0.0949999999999989,1,0,0,0,0,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2103589
