candidate_index,az1,az2,el1,el2,el_center,el_sep,orientation,iAz1,iAz2,iEl1,iEl2,candidate_id
5219,14.3,15.74,10.3,10.66,10.48,0.36,1,6,15,25,31,p_+14.300000_+10.300000__+15.740000_+10.660000__sep_+0.360000
5230,14.46,15.58,10.3,10.66,10.48,0.36,1,7,14,25,31,p_+14.460000_+10.300000__+15.580000_+10.660000__sep_+0.360000
4716,14.46,15.42,9.88,10.6,10.24,0.72,1,7,13,18,30,p_+14.460000_+9.880000__+15.420000_+10.600000__sep_+0.720000
5571,14.46,15.42,10.12,10.84,10.48,0.72,1,7,13,22,34,p_+14.460000_+10.120000__+15.420000_+10.840000__sep_+0.720000
5559,14.3,15.42,10.12,10.84,10.48,0.72,1,6,13,22,34,p_+14.300000_+10.120000__+15.420000_+10.840000__sep_+0.720000
5231,14.46,15.74,10.3,10.66,10.48,0.36,1,7,15,25,31,p_+14.460000_+10.300000__+15.740000_+10.660000__sep_+0.360000
4728,14.62,15.58,9.88,10.6,10.24,0.72,1,8,14,18,30,p_+14.620000_+9.880000__+15.580000_+10.600000__sep_+0.720000
4374,14.46,15.42,10.06,10.42,10.24,0.36,1,7,13,21,27,p_+14.460000_+10.060000__+15.420000_+10.420000__sep_+0.360000
6415,14.3,15.58,10.36,11.08,10.72,0.72,1,6,14,26,37,p_+14.300000_+10.360000__+15.580000_+11.080000__sep_+0.720000
4704,14.3,15.42,9.88,10.6,10.24,0.72,1,6,13,18,30,p_+14.300000_+9.880000__+15.420000_+10.600000__sep_+0.720000
4362,14.3,15.42,10.06,10.42,10.24,0.36,1,6,13,21,27,p_+14.300000_+10.060000__+15.420000_+10.420000__sep_+0.360000
4192,14.3,15.58,10.24,10.24,10.24,0,1,6,14,24,24,p_+14.300000_+10.240000__+15.580000_+10.240000__sep_+0.000000
6416,14.3,15.74,10.36,11.08,10.72,0.72,1,6,15,26,37,p_+14.300000_+10.360000__+15.740000_+11.080000__sep_+0.720000
5229,14.46,15.42,10.3,10.66,10.48,0.36,1,7,13,25,31,p_+14.460000_+10.300000__+15.420000_+10.660000__sep_+0.360000
4386,14.62,15.58,10.06,10.42,10.24,0.36,1,8,14,21,27,p_+14.620000_+10.060000__+15.580000_+10.420000__sep_+0.360000
5217,14.3,15.42,10.3,10.66,10.48,0.36,1,6,13,25,31,p_+14.300000_+10.300000__+15.420000_+10.660000__sep_+0.360000
4729,14.62,15.74,9.88,10.6,10.24,0.72,1,8,15,18,30,p_+14.620000_+9.880000__+15.740000_+10.600000__sep_+0.720000
3862,14.46,15.58,9.64,10.36,10,0.72,1,7,14,14,26,p_+14.460000_+9.640000__+15.580000_+10.360000__sep_+0.720000
5547,14.14,15.58,10.12,10.84,10.48,0.72,1,5,14,22,34,p_+14.140000_+10.120000__+15.580000_+10.840000__sep_+0.720000
6444,14.78,14.94,10.36,11.08,10.72,0.72,1,9,10,26,37,p_+14.780000_+10.360000__+14.940000_+11.080000__sep_+0.720000
5599,14.94,15.1,10.12,10.84,10.48,0.72,1,10,11,22,34,p_+14.940000_+10.120000__+15.100000_+10.840000__sep_+0.720000
6102,14.78,14.94,10.54,10.9,10.72,0.36,1,9,10,29,35,p_+14.780000_+10.540000__+14.940000_+10.900000__sep_+0.360000
5590,14.78,15.1,10.12,10.84,10.48,0.72,1,9,11,22,34,p_+14.780000_+10.120000__+15.100000_+10.840000__sep_+0.720000
4402,14.94,15.1,10.06,10.42,10.24,0.36,1,10,11,21,27,p_+14.940000_+10.060000__+15.100000_+10.420000__sep_+0.360000
5247,14.78,14.94,10.3,10.66,10.48,0.36,1,9,10,25,31,p_+14.780000_+10.300000__+14.940000_+10.660000__sep_+0.360000
6434,14.62,14.94,10.36,11.08,10.72,0.72,1,8,10,26,37,p_+14.620000_+10.360000__+14.940000_+11.080000__sep_+0.720000
6454,14.94,15.1,10.36,11.08,10.72,0.72,1,10,11,26,37,p_+14.940000_+10.360000__+15.100000_+11.080000__sep_+0.720000
4735,14.78,15.1,9.88,10.6,10.24,0.72,1,9,11,18,30,p_+14.780000_+9.880000__+15.100000_+10.600000__sep_+0.720000
5589,14.78,14.94,10.12,10.84,10.48,0.72,1,9,10,22,34,p_+14.780000_+10.120000__+14.940000_+10.840000__sep_+0.720000
4745,14.94,15.26,9.88,10.6,10.24,0.72,1,10,12,18,30,p_+14.940000_+9.880000__+15.260000_+10.600000__sep_+0.720000
6445,14.78,15.1,10.36,11.08,10.72,0.72,1,9,11,26,37,p_+14.780000_+10.360000__+15.100000_+11.080000__sep_+0.720000
6946,14.62,14.78,10.78,11.14,10.96,0.36,1,8,9,33,38,p_+14.620000_+10.780000__+14.780000_+11.140000__sep_+0.360000
5257,14.94,15.1,10.3,10.66,10.48,0.36,1,10,11,25,31,p_+14.940000_+10.300000__+15.100000_+10.660000__sep_+0.360000
4736,14.78,15.26,9.88,10.6,10.24,0.72,1,9,12,18,30,p_+14.780000_+9.880000__+15.260000_+10.600000__sep_+0.720000
6091,14.62,14.78,10.54,10.9,10.72,0.36,1,8,9,29,35,p_+14.620000_+10.540000__+14.780000_+10.900000__sep_+0.360000
6957,14.78,14.94,10.78,11.14,10.96,0.36,1,9,10,33,38,p_+14.780000_+10.780000__+14.940000_+11.140000__sep_+0.360000
6967,14.94,15.1,10.78,11.14,10.96,0.36,1,10,11,33,38,p_+14.940000_+10.780000__+15.100000_+11.140000__sep_+0.360000
3891,14.94,15.42,9.64,10.36,10,0.72,1,10,13,14,26,p_+14.940000_+9.640000__+15.420000_+10.360000__sep_+0.720000
3890,14.94,15.26,9.64,10.36,10,0.72,1,10,12,14,26,p_+14.940000_+9.640000__+15.260000_+10.360000__sep_+0.720000
3881,14.78,15.26,9.64,10.36,10,0.72,1,9,12,14,26,p_+14.780000_+9.640000__+15.260000_+10.360000__sep_+0.720000
5600,14.94,15.26,10.12,10.84,10.48,0.72,1,10,12,22,34,p_+14.940000_+10.120000__+15.260000_+10.840000__sep_+0.720000
6435,14.62,15.1,10.36,11.08,10.72,0.72,1,8,11,26,37,p_+14.620000_+10.360000__+15.100000_+11.080000__sep_+0.720000
3028,14.78,15.58,9.4,10.12,9.76,0.72,1,9,14,10,22,p_+14.780000_+9.400000__+15.580000_+10.120000__sep_+0.720000
2702,15.1,15.42,9.58,9.94,9.76,0.36,1,11,13,13,19,p_+15.100000_+9.580000__+15.420000_+9.940000__sep_+0.360000
3882,14.78,15.42,9.64,10.36,10,0.72,1,9,13,14,26,p_+14.780000_+9.640000__+15.420000_+10.360000__sep_+0.720000
3029,14.78,15.74,9.4,10.12,9.76,0.72,1,9,15,10,22,p_+14.780000_+9.400000__+15.740000_+10.120000__sep_+0.720000
2693,14.94,15.26,9.58,9.94,9.76,0.36,1,10,12,13,19,p_+14.940000_+9.580000__+15.260000_+9.940000__sep_+0.360000
3037,14.94,15.58,9.4,10.12,9.76,0.72,1,10,14,10,22,p_+14.940000_+9.400000__+15.580000_+10.120000__sep_+0.720000
3883,14.78,15.58,9.64,10.36,10,0.72,1,9,14,14,26,p_+14.780000_+9.640000__+15.580000_+10.360000__sep_+0.720000
5248,14.78,15.1,10.3,10.66,10.48,0.36,1,9,11,25,31,p_+14.780000_+10.300000__+15.100000_+10.660000__sep_+0.360000
5591,14.78,15.26,10.12,10.84,10.48,0.72,1,9,12,22,34,p_+14.780000_+10.120000__+15.260000_+10.840000__sep_+0.720000
