trial_id,scenario_name,SNR,mc,quant_mode,double_route,quant_route,double_confidence,quant_confidence,double_success,quant_success,double_az_est,quant_az_est,az_diff,double_el_est,quant_el_est,el_diff,true_az1,true_az2,true_el1,true_el2,frontend_state,coarse_peak_count,in_scope_shared_center_flag,low_confidence_double,boundary_double,ywork_snr_quant_db,steering_rel_err_aligned,score_margin_if_available,peak_margin_if_available,failure_hypothesis
1062,weak_target_boundary,16,12,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,medium,medium,0,0,-0.56;0.1,-0.56;0.12,0.02,0;0,0;0,0,-0.4,0.4,0,0,single_peak_in_scope,1,1,0,0,151.440586503358,2.74648417956103e-08,NaN,NaN,weak_target_case
1,single_target_sanity,8,1,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.08;0.08,-0.08;0.08,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.796025860039,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
2,single_target_sanity,8,2,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.08;0.08,-0.08;0.08,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.757336199246,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
3,single_target_sanity,8,3,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.04;0.04,-0.04;0.04,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.784809956435,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
4,single_target_sanity,8,4,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.04;0.04,-0.04;0.04,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.782803171467,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
5,single_target_sanity,8,5,float32_all,low_confidence,low_confidence,low,low,1,1,NaN;NaN,NaN;NaN,0,0.000850906025;0.000850906025,0.000850906025;0.000850906025,0,0,NaN,0,NaN,single_peak_in_scope,1,1,1,0,151.79038758433,2.74648417956103e-08,NaN,NaN,boundary_case
6,single_target_sanity,8,6,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.06;0.06,-0.06;0.06,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.76932704325,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
8,single_target_sanity,8,8,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.08;0.08,-0.08;0.08,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.784472401692,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
9,single_target_sanity,8,9,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.06;0.06,-0.06;0.06,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.78681222692,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
10,single_target_sanity,8,10,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.16;0.16,-0.16;0.16,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.768318832709,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
11,single_target_sanity,8,11,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.12;0.12,-0.12;0.12,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.777450967508,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
12,single_target_sanity,8,12,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.04;0.04,-0.04;0.04,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.784395390699,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
13,single_target_sanity,8,13,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.06;0.06,-0.06;0.06,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.776400192315,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
14,single_target_sanity,8,14,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.1;0.1,-0.1;0.1,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.797109168143,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
15,single_target_sanity,8,15,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.06;0.06,-0.06;0.06,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.770710760525,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
16,single_target_sanity,8,16,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.08;0.08,-0.08;0.08,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.780570180316,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
17,single_target_sanity,8,17,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.04;0.04,-0.04;0.04,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.78630223938,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
18,single_target_sanity,8,18,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.08;0.08,-0.08;0.08,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.793122874695,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
19,single_target_sanity,8,19,float32_all,low_confidence,low_confidence,low,low,1,1,NaN;NaN,NaN;NaN,0,0.000180617009;0.000180617009,0.000180617009;0.000180617009,0,0,NaN,0,NaN,single_peak_in_scope,1,1,1,0,151.760719653909,2.74648417956103e-08,NaN,NaN,boundary_case
20,single_target_sanity,8,20,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.04;0.04,-0.04;0.04,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.766146719013,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
23,single_target_sanity,8,23,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.08;0.08,-0.08;0.08,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.813570084918,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
24,single_target_sanity,8,24,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.08;0.08,-0.08;0.08,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.788831952956,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
25,single_target_sanity,8,25,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.06;0.06,-0.06;0.06,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.759298907613,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
26,single_target_sanity,8,26,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.04;0.04,-0.04;0.04,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.785001636025,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
27,single_target_sanity,8,27,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.06;0.06,-0.06;0.06,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.805226307703,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
28,single_target_sanity,8,28,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.14;0.14,-0.14;0.14,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.769170684579,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
30,single_target_sanity,8,30,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.08;0.08,-0.08;0.08,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,151.746329230123,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
31,single_target_sanity,16,1,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.14;0.14,-0.14;0.14,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,152.025581475758,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
32,single_target_sanity,16,2,float32_all,low_confidence,low_confidence,low,low,1,1,NaN;NaN,NaN;NaN,0,-0.00305150217;-0.00305150217,-0.00305150217;-0.00305150217,0,0,NaN,0,NaN,single_peak_in_scope,1,1,1,0,152.038634187771,2.74648417956103e-08,NaN,NaN,boundary_case
33,single_target_sanity,16,3,float32_all,low_confidence,low_confidence,low,low,1,1,NaN;NaN,NaN;NaN,0,-0.00122925403;-0.00122925403,-0.00122925403;-0.00122925403,0,0,NaN,0,NaN,single_peak_in_scope,1,1,1,0,151.985492077358,2.74648417956103e-08,NaN,NaN,boundary_case
34,single_target_sanity,16,4,float32_all,low_confidence,low_confidence,low,low,1,1,NaN;NaN,NaN;NaN,0,-0.00067932988;-0.00067932988,-0.00067932988;-0.00067932988,0,0,NaN,0,NaN,single_peak_in_scope,1,1,1,0,152.042989648528,2.74648417956103e-08,NaN,NaN,boundary_case
35,single_target_sanity,16,5,float32_all,low_confidence,low_confidence,low,low,1,1,NaN;NaN,NaN;NaN,0,-0.000406842372;-0.000406842372,-0.000406842372;-0.000406842372,0,0,NaN,0,NaN,single_peak_in_scope,1,1,1,0,152.007151873616,2.74648417956103e-08,NaN,NaN,boundary_case
36,single_target_sanity,16,6,float32_all,low_confidence,low_confidence,low,low,1,1,NaN;NaN,NaN;NaN,0,0.000504865619;0.000504865619,0.000504865619;0.000504865619,0,0,NaN,0,NaN,single_peak_in_scope,1,1,1,0,152.026928706446,2.74648417956103e-08,NaN,NaN,boundary_case
37,single_target_sanity,16,7,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.12;0.12,-0.12;0.12,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,152.026139497487,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
38,single_target_sanity,16,8,float32_all,low_confidence,low_confidence,low,low,1,1,NaN;NaN,NaN;NaN,0,0.000723210011;0.000723210011,0.000723210011;0.000723210011,0,0,NaN,0,NaN,single_peak_in_scope,1,1,1,0,152.031419432092,2.74648417956103e-08,NaN,NaN,boundary_case
39,single_target_sanity,16,9,float32_all,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.04;0.04,-0.04;0.04,0,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,152.045511496226,2.74648417956103e-08,NaN,NaN,rank1_objective_flat
95,close_coherent_pair,16,5,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,1,-1.46;-0.42,-0.52;-0.42,0.94,-0.00145523976;-0.00145523976,0;0,0.00145523976366516,-0.600637722466676,-0.336862277533324,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
234,close_coherent_pair,16,24,coeff_int16_only,common_el_refocus_power_rank1,boundary_unreliable,medium,low,1,0,0.3;0.64,0.42;1.46,0.82,0;0,0.000984473269;0.000984473269,0.000984473269266817,0.336862277533324,0.600637722466676,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
97,close_coherent_pair,16,7,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,1,-1.34;-0.42,-0.58;-0.36,0.76,0.00012644905;0.00012644905,0;0,0.000126449050213281,-0.600637722466676,-0.336862277533324,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
239,close_coherent_pair,16,29,coeff_int16_only,common_el_refocus_power_rank1,boundary_unreliable,medium,low,1,0,0.38;0.56,0.42;1.32,0.76,0;0,-0.000204284765;-0.000204284765,0.0002042847654533,0.336862277533324,0.600637722466676,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
113,close_coherent_pair,16,23,coeff_int16_only,common_el_refocus_power_rank1,boundary_unreliable,medium,low,1,0,-0.58;-0.36,-1.22;-0.42,0.64,0;0,-0.000219505517;-0.000219505517,0.000219505517140196,-0.600637722466676,-0.336862277533324,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
227,close_coherent_pair,16,17,coeff_int16_only,common_el_refocus_power_rank1,boundary_unreliable,medium,low,1,0,0.32;0.62,0.42;1.26,0.64,0;0,0.00143463643;0.00143463643,0.00143463642647577,0.336862277533324,0.600637722466676,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
1056,weak_target_boundary,16,6,coeff_int16_only,common_el_refocus_power_rank1,boundary_unreliable,medium,low,0,0,-0.54;0.1,-1.1;-0.12,0.56,0;0,8.07456138e-06;8.07456138e-06,8.07456138223123e-06,-0.4,0.4,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,weak_target_case
847,medium_beta_pair,8,7,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,0,-0.92;-0.02,-0.52;0.24,0.4,0.00128080915;0.00128080915,0;0,0.00128080915284532,-0.4,0.4,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
867,medium_beta_pair,8,27,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,0,-0.58;0.02,-0.54;0.26,0.24,0.0014856323;0.0014856323,0;0,0.00148563229506895,-0.4,0.4,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
336,close_coherent_pair,16,6,coeff_int16_only,common_el_refocus_power_rank1,boundary_unreliable,medium,low,1,0,-0.26;0.26,-0.46;0.06,0.2,0;0,0.000611370605;0.000611370605,0.000611370605176241,-0.25,0.25,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
859,medium_beta_pair,8,19,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,0,-0.66;0.02,-0.5;0.22,0.2,9.61591314e-05;9.61591314e-05,0;0,9.61591314107762e-05,-0.4,0.4,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
875,medium_beta_pair,16,5,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,0,-0.68;0.02,-0.5;0.22,0.2,-0.000250979845;-0.000250979845,0;0,0.000250979845145113,-0.4,0.4,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
882,medium_beta_pair,16,12,coeff_int16_only,common_el_refocus_power_rank1,boundary_unreliable,medium,low,0,0,-0.52;0.24,-0.66;0.04,0.2,0;0,-0.000271862632;-0.000271862632,0.000271862632334252,-0.4,0.4,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
856,medium_beta_pair,8,16,coeff_int16_only,common_el_refocus_power_rank1,boundary_unreliable,medium,low,0,0,-0.5;0.22,-0.56;0.04,0.18,0;0,-0.000116778225;-0.000116778225,0.000116778224640291,-0.4,0.4,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
857,medium_beta_pair,8,17,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,0,-0.42;0.04,-0.5;0.22,0.18,-0.00271142296;-0.00271142296,0;0,0.00271142296263788,-0.4,0.4,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
863,medium_beta_pair,8,23,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,0,-0.48;0.06,-0.5;0.22,0.16,0.00224032248;0.00224032248,0;0,0.00224032247955178,-0.4,0.4,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
873,medium_beta_pair,16,3,coeff_int16_only,boundary_unreliable,common_el_refocus_power_rank1,low,medium,0,0,-0.52;0.08,-0.52;0.24,0.16,0.0011687976;0.0011687976,0;0,0.00116879759964465,-0.4,0.4,0,0,single_peak_in_scope,1,1,1,1,Inf,0.000157891847008353,NaN,NaN,boundary_case
962,weak_target_boundary,8,2,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,0,-0.4;0.12,-0.26;-0.02,0.14,0;0,0;0,0,-0.25,0.25,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,weak_target_case
66,close_coherent_pair,8,6,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,0,-0.62;-0.32,-0.5;-0.44,0.12,0;0,0;0,0,-0.600637722466676,-0.336862277533324,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
68,close_coherent_pair,8,8,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.52;-0.42,-0.62;-0.32,0.1,0;0,0;0,0,-0.600637722466676,-0.336862277533324,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
94,close_coherent_pair,16,4,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,medium,medium,1,0,-0.6;-0.34,-0.5;-0.44,0.1,0;0,0;0,0,-0.600637722466676,-0.336862277533324,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
187,close_coherent_pair,8,7,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,0,0.32;0.62,0.22;0.72,0.1,0;0,0;0,0,0.336862277533324,0.600637722466676,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
232,close_coherent_pair,16,22,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,0,0.34;0.6,0.44;0.5,0.1,0;0,0;0,0,0.336862277533324,0.600637722466676,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
614,medium_beta_pair,8,14,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,0,-0.72;-0.38,-0.82;-0.28,0.1,0;0,0;0,0,-0.71875,-0.21875,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
622,medium_beta_pair,8,22,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,0,-0.72;-0.38,-0.82;-0.28,0.1,0;0,0;0,0,-0.71875,-0.21875,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
658,medium_beta_pair,16,28,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,0,-0.86;-0.24,-0.76;-0.34,0.1,0;0,0;0,0,-0.71875,-0.21875,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
10,single_target_sanity,8,10,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.16;0.16,-0.06;0.06,0.0999999999999999,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
1012,weak_target_boundary,16,22,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,0,-0.38;0.1,-0.28;0,0.0999999999999999,0;0,0;0,0,-0.25,0.25,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,weak_target_case
82,close_coherent_pair,8,22,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,1,-0.5;-0.44,-0.58;-0.36,0.0800000000000001,0;0,0;0,0,-0.600637722466676,-0.336862277533324,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
681,medium_beta_pair,8,21,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,0,-0.32;0.16,-0.24;0.08,0.0800000000000001,0;0,0;0,0,-0.25,0.25,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
746,medium_beta_pair,8,26,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,1,0.24;0.54,0.16;0.62,0.0800000000000001,0;0,0;0,0,0.21875,0.71875,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
753,medium_beta_pair,16,3,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,0,0.1;0.66,0.18;0.58,0.0800000000000001,0;0,0;0,0,0.21875,0.71875,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
758,medium_beta_pair,16,8,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,1,0.22;0.56,0.14;0.64,0.0800000000000001,0;0,0;0,0,0.21875,0.71875,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
762,medium_beta_pair,16,12,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,0,0,0.1;0.66,0.18;0.58,0.0800000000000001,0;0,0;0,0,0.21875,0.71875,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
84,close_coherent_pair,8,24,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.6;-0.34,-0.52;-0.42,0.08,0;0,0;0,0,-0.600637722466676,-0.336862277533324,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
642,medium_beta_pair,16,12,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,0,-0.8;-0.3,-0.72;-0.38,0.08,0;0,0;0,0,-0.71875,-0.21875,0,0,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
11,single_target_sanity,8,11,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,medium,medium,1,1,-0.12;0.12,-0.04;0.04,0.0799999999999998,0;0,0;0,0,0,NaN,0,NaN,single_peak_in_scope,1,1,0,0,Inf,0.000157891847008353,NaN,NaN,rank1_objective_flat
