trial_id,scenario_name,SNR,mc,quant_mode,double_route,quant_route,route_agreement,double_confidence,quant_confidence,double_confidence_group,quant_confidence_group,confidence_agreement,dangerous_confidence_upgrade,medium_to_high_upgrade,output_equivalent,output_equivalent_strict,output_equivalent_relaxed,double_success,quant_success,success_changed,false_high,boundary_missed,double_az_est,quant_az_est,az_diff,az_diff_for_equivalence,double_el_est,quant_el_est,el_diff,el_diff_for_equivalence,output_count_diff,ywork_snr_quant_db,ywork_rel_err,steering_rel_err_aligned,steering_mean_rel_err_aligned,ywork_clip_rate,frontend_state,coarse_peak_count,in_scope_shared_center_flag,low_confidence_double,boundary_double,low_confidence_quant,boundary_quant,true_az1,true_az2,true_el1,true_el2,weak_target_truth_flag,anti_phase_truth_flag,large_el_truth_flag,score_margin_if_available,peak_margin_if_available,failure_hypothesis
1117,near_antiphase_boundary,16,7,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.6556610354449,2.61346656404321e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1117,near_antiphase_boundary,16,7,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.6556610354449,2.61346656404321e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1117,near_antiphase_boundary,16,7,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,103.709098711534,6.52446738405925e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1117,near_antiphase_boundary,16,7,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,139.806942188283,1.02247545317028e-07,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1118,near_antiphase_boundary,16,8,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1118,near_antiphase_boundary,16,8,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.059009148097,2.49487931666564e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1118,near_antiphase_boundary,16,8,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1118,near_antiphase_boundary,16,8,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.9624513232591,2.52276869869579e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1118,near_antiphase_boundary,16,8,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.9624513232591,2.52276869869579e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1118,near_antiphase_boundary,16,8,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,104.007707779849,6.30397686997719e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1118,near_antiphase_boundary,16,8,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.127899729138,9.85382882160986e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1119,near_antiphase_boundary,16,9,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1119,near_antiphase_boundary,16,9,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.051940555625,2.49691048027147e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1119,near_antiphase_boundary,16,9,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1119,near_antiphase_boundary,16,9,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.5510529581702,2.64513201574806e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1119,near_antiphase_boundary,16,9,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.5510529581702,2.64513201574806e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1119,near_antiphase_boundary,16,9,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,103.616893987587,6.59409653295414e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1119,near_antiphase_boundary,16,9,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,139.710230343866,1.03392368166826e-07,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1120,near_antiphase_boundary,16,10,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1120,near_antiphase_boundary,16,10,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.065025982222,2.49315167821077e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1120,near_antiphase_boundary,16,10,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1120,near_antiphase_boundary,16,10,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.7955936294169,2.5717000809126e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1120,near_antiphase_boundary,16,10,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.7955936294169,2.5717000809126e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1120,near_antiphase_boundary,16,10,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,103.851223903965,6.41857772785491e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1120,near_antiphase_boundary,16,10,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,139.964067279079,1.0041454761906e-07,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1121,near_antiphase_boundary,16,11,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1121,near_antiphase_boundary,16,11,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.045384799556,2.4987957580784e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1121,near_antiphase_boundary,16,11,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1121,near_antiphase_boundary,16,11,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.9660576939733,2.52172146564923e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1121,near_antiphase_boundary,16,11,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.9660576939733,2.52172146564923e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1121,near_antiphase_boundary,16,11,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,104.007747741327,6.30394786711533e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1121,near_antiphase_boundary,16,11,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.140363775499,9.83969895056124e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1122,near_antiphase_boundary,16,12,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1122,near_antiphase_boundary,16,12,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.111710064115,2.47978767298351e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1122,near_antiphase_boundary,16,12,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1122,near_antiphase_boundary,16,12,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.8977556673443,2.54162934811424e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1122,near_antiphase_boundary,16,12,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.8977556673443,2.54162934811424e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1122,near_antiphase_boundary,16,12,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,103.915552540768,6.37121664507477e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1122,near_antiphase_boundary,16,12,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.04224061648,9.95148675183174e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1123,near_antiphase_boundary,16,13,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1123,near_antiphase_boundary,16,13,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.080061304866,2.48883975203044e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1123,near_antiphase_boundary,16,13,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1123,near_antiphase_boundary,16,13,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.5566553005253,2.6434264728834e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1123,near_antiphase_boundary,16,13,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.5566553005253,2.6434264728834e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1123,near_antiphase_boundary,16,13,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,103.591518217529,6.61338931120729e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1123,near_antiphase_boundary,16,13,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,139.723143698594,1.03238768432985e-07,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1124,near_antiphase_boundary,16,14,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1124,near_antiphase_boundary,16,14,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.127147309569,2.4753843136686e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1124,near_antiphase_boundary,16,14,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1124,near_antiphase_boundary,16,14,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.8473972173754,2.55640783032825e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1124,near_antiphase_boundary,16,14,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.8473972173754,2.55640783032825e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1124,near_antiphase_boundary,16,14,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,103.895672235209,6.38581581702022e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1124,near_antiphase_boundary,16,14,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.024231112893,9.97214177658144e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1125,near_antiphase_boundary,16,15,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1125,near_antiphase_boundary,16,15,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.04087016991,2.50009488461128e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1125,near_antiphase_boundary,16,15,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1125,near_antiphase_boundary,16,15,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.5109281272727,2.65737958114773e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1125,near_antiphase_boundary,16,15,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,91.5109281272727,2.65737958114773e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1125,near_antiphase_boundary,16,15,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,103.550459119204,6.64472549255133e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1125,near_antiphase_boundary,16,15,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,139.679601566492,1.03757600974161e-07,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1126,near_antiphase_boundary,16,16,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
1126,near_antiphase_boundary,16,16,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,0,0,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,152.064893178371,2.49318979781491e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.25,0.25,0,0,0,1,0,NaN,NaN,near_antiphase_case
