trial_index,scenario_trial_index,rng_seed,gate_mode,backend_mode,scenario_name,SNR_dB,target_count,az_sep_deg,beta,rho,phase_deg,frontend_state,frontend_boundary_unreliable_flag,az_truth,el_truth,route_name,status,confidence,az_est,el_est,reject_reason,success,safe,false_high,false_split,boundary_missed,low_confidence,boundary_unreliable,out_of_scope_reject,az_error_mean,el_error_mean,az_error_max,el_error_max,eval_failure_reason,common_el_gate_mode_debug,common_el_proxy_flag,selected_common_el_gate_pass,rank1_without_common_el_gate_pass,rank1_refocus_consensus_gate_pass,rank1_refocus_pair_error_deg,rank1_refocus_pair_agree_tol_deg,low_cost_boundary_flag,boundary_unreliable_flag_debug,music_peak_count,music_peak_sep_deg,music_peak2_ratio,music_reliable_flag,music_failure_reason,refocus_route_reliable,refocus_score,refocus_score_gap,refocus_peak_sharpness,refocus_best_az_pair,common_el_proxy_failure_reason,rank1_route_reliable,rank1_score,rank1_score_gap,rank1_residual,rank1_best_az_pair,rank1_failure_reason,rank1_truth_az_error,refocus_truth_az_error,truth_pair_in_rank1_top1,truth_pair_in_rank1_top3,truth_pair_in_rank1_top5,truth_pair_in_refocus_top1,truth_pair_in_refocus_top3,truth_pair_in_refocus_top5,rank1_candidate_correct_but_rejected,refocus_candidate_correct_but_rejected,final_step87_route,final_confidence_flag,final_failure_reason,runtime_sec
4170,1390,918091,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,5.3e-05
4171,1391,918092,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001404
4172,1391,918092,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,5.24e-05
4173,1391,918092,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,3.93e-05
4174,1392,918093,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.000143
4175,1392,918093,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,5.54e-05
4176,1392,918093,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.93e-05
4177,1393,918094,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001414
4178,1393,918094,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.66e-05
4179,1393,918094,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,3.85e-05
4180,1394,918095,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001423
4181,1394,918095,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,6.94e-05
4182,1394,918095,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.85e-05
4183,1395,918096,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.000176
4184,1395,918096,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,7.05e-05
4185,1395,918096,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,5.65e-05
4186,1396,918097,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001702
4187,1396,918097,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,5.7e-05
4188,1396,918097,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.41e-05
4189,1397,918098,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001446
4190,1397,918098,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.85e-05
4191,1397,918098,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.26e-05
4192,1398,918099,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001645
4193,1398,918099,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,7.44e-05
4194,1398,918099,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.19e-05
4195,1399,918100,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001654
4196,1399,918100,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,6.87e-05
4197,1399,918100,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.33e-05
4198,1400,918101,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001692
4199,1400,918101,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,9.86e-05
4200,1400,918101,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,5.06e-05
4201,1401,918102,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001899
4202,1401,918102,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,6.91e-05
4203,1401,918102,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.13e-05
4204,1402,918103,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.000196
4205,1402,918103,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,7.79e-05
4206,1402,918103,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.5e-05
4207,1403,918104,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001854
4208,1403,918104,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,8.41e-05
4209,1403,918104,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,4.71e-05
4210,1404,918105,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.0001409
4211,1404,918105,rank1_reliable_without_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_reliable_without_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,7.23e-05
4212,1404,918105,rank1_refocus_consensus_gate,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,rank1_refocus_consensus_gate,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,5.53e-05
4213,1405,918106,current_common_el_proxy,frontend_reject,two_separated_coarse_peaks,8,2,4,1,0,0,two_separated_peaks_out_of_scope,0,[-2 2],[0 0],frontend_reject,rejected,low,[],[],front-end resolved two separated coarse peaks; route is out of current scope,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,ok,current_common_el_proxy,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,0,not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,0,NaN,NaN,NaN,[NaN NaN],not_available,NaN,NaN,0,0,0,0,0,0,0,0,,,,0.000135
