candidate_index,az1,az2,el1,el2,el_center,el_sep,orientation,iAz1,iAz2,iEl1,iEl2,candidate_id
5412,14.62,15.58,10.66,10.3,10.48,0.36,-1,8,14,31,25,p_+14.620000_+10.660000__+15.580000_+10.300000__sep_+0.360000
5077,14.78,15.1,10.48,10.48,10.48,0,1,9,11,28,28,p_+14.780000_+10.480000__+15.100000_+10.480000__sep_+0.000000
5763,14.78,15.42,10.84,10.12,10.48,0.72,-1,9,13,34,22,p_+14.780000_+10.840000__+15.420000_+10.120000__sep_+0.720000
4898,14.62,15.42,10.6,9.88,10.24,0.72,-1,8,13,30,18,p_+14.620000_+10.600000__+15.420000_+9.880000__sep_+0.720000
5409,14.62,15.1,10.66,10.3,10.48,0.36,-1,8,11,31,25,p_+14.620000_+10.660000__+15.100000_+10.300000__sep_+0.360000
4221,14.78,14.94,10.24,10.24,10.24,0,1,9,10,24,24,p_+14.780000_+10.240000__+14.940000_+10.240000__sep_+0.000000
4545,14.46,15.42,10.42,10.06,10.24,0.36,-1,7,13,27,21,p_+14.460000_+10.420000__+15.420000_+10.060000__sep_+0.360000
5069,14.62,15.42,10.48,10.48,10.48,0,1,8,13,28,28,p_+14.620000_+10.480000__+15.420000_+10.480000__sep_+0.000000
5068,14.62,15.26,10.48,10.48,10.48,0,1,8,12,28,28,p_+14.620000_+10.480000__+15.260000_+10.480000__sep_+0.000000
3642,13.82,16.38,10.18,9.82,10,0.36,-1,3,19,23,17,p_+13.820000_+10.180000__+16.380000_+9.820000__sep_+0.360000
3984,13.82,16.38,10.36,9.64,10,0.72,-1,3,19,26,14,p_+13.820000_+10.360000__+16.380000_+9.640000__sep_+0.720000
3355,14.62,14.78,10,10,10,0,1,8,9,20,20,p_+14.620000_+10.000000__+14.780000_+10.000000__sep_+0.000000
4504,13.98,15.1,10.42,10.06,10.24,0.36,-1,4,11,27,21,p_+13.980000_+10.420000__+15.100000_+10.060000__sep_+0.360000
3999,13.98,16.38,10.36,9.64,10,0.72,-1,4,19,26,14,p_+13.980000_+10.360000__+16.380000_+9.640000__sep_+0.720000
4359,14.3,14.94,10.06,10.42,10.24,0.36,1,6,10,21,27,p_+14.300000_+10.060000__+14.940000_+10.420000__sep_+0.360000
3344,14.46,14.78,10,10,10,0,1,7,9,20,20,p_+14.460000_+10.000000__+14.780000_+10.000000__sep_+0.000000
4846,13.98,15.1,10.6,9.88,10.24,0.72,-1,4,11,30,18,p_+13.980000_+10.600000__+15.100000_+9.880000__sep_+0.720000
4518,14.14,15.1,10.42,10.06,10.24,0.36,-1,5,11,27,21,p_+14.140000_+10.420000__+15.100000_+10.060000__sep_+0.360000
3990,13.98,14.94,10.36,9.64,10,0.72,-1,4,10,26,14,p_+13.980000_+10.360000__+14.940000_+9.640000__sep_+0.720000
3991,13.98,15.1,10.36,9.64,10,0.72,-1,4,11,26,14,p_+13.980000_+10.360000__+15.100000_+9.640000__sep_+0.720000
3439,13.66,13.82,9.82,10.18,10,0.36,1,2,3,17,23,p_+13.660000_+9.820000__+13.820000_+10.180000__sep_+0.360000
5018,13.98,15.26,10.48,10.48,10.48,0,1,4,12,28,28,p_+13.980000_+10.480000__+15.260000_+10.480000__sep_+0.000000
4505,13.98,15.26,10.42,10.06,10.24,0.36,-1,4,12,27,21,p_+13.980000_+10.420000__+15.260000_+10.060000__sep_+0.360000
3343,14.46,14.62,10,10,10,0,1,7,8,20,20,p_+14.460000_+10.000000__+14.620000_+10.000000__sep_+0.000000
4503,13.98,14.94,10.42,10.06,10.24,0.36,-1,4,10,27,21,p_+13.980000_+10.420000__+14.940000_+10.060000__sep_+0.360000
3634,13.82,15.1,10.18,9.82,10,0.36,-1,3,11,23,17,p_+13.820000_+10.180000__+15.100000_+9.820000__sep_+0.360000
2787,13.82,16.38,9.94,9.58,9.76,0.36,-1,3,19,19,13,p_+13.820000_+9.940000__+16.380000_+9.580000__sep_+0.360000
3144,13.98,16.38,10.12,9.4,9.76,0.72,-1,4,19,22,10,p_+13.980000_+10.120000__+16.380000_+9.400000__sep_+0.720000
4847,13.98,15.26,10.6,9.88,10.24,0.72,-1,4,12,30,18,p_+13.980000_+10.600000__+15.260000_+9.880000__sep_+0.720000
3129,13.82,16.38,10.12,9.4,9.76,0.72,-1,3,19,22,10,p_+13.820000_+10.120000__+16.380000_+9.400000__sep_+0.720000
3663,14.14,15.1,10.18,9.82,10,0.36,-1,5,11,23,17,p_+14.140000_+10.180000__+15.100000_+9.820000__sep_+0.360000
3648,13.98,14.94,10.18,9.82,10,0.36,-1,4,10,23,17,p_+13.980000_+10.180000__+14.940000_+9.820000__sep_+0.360000
3516,14.46,14.94,9.82,10.18,10,0.36,1,7,10,17,23,p_+14.460000_+9.820000__+14.940000_+10.180000__sep_+0.360000
3538,14.78,15.1,9.82,10.18,10,0.36,1,9,11,17,23,p_+14.780000_+9.820000__+15.100000_+10.180000__sep_+0.360000
5702,13.98,15.26,10.84,10.12,10.48,0.72,-1,4,12,34,22,p_+13.980000_+10.840000__+15.260000_+10.120000__sep_+0.720000
4370,14.46,14.78,10.06,10.42,10.24,0.36,1,7,9,21,27,p_+14.460000_+10.060000__+14.780000_+10.420000__sep_+0.360000
4346,14.14,14.94,10.06,10.42,10.24,0.36,1,5,10,21,27,p_+14.140000_+10.060000__+14.940000_+10.420000__sep_+0.360000
5359,13.98,15.1,10.66,10.3,10.48,0.36,-1,4,11,31,25,p_+13.980000_+10.660000__+15.100000_+10.300000__sep_+0.360000
1656,14.78,14.94,9.52,9.52,9.52,0,1,9,10,12,12,p_+14.780000_+9.520000__+14.940000_+9.520000__sep_+0.000000
3517,14.46,15.1,9.82,10.18,10,0.36,1,7,11,17,23,p_+14.460000_+9.820000__+15.100000_+10.180000__sep_+0.360000
3662,14.14,14.94,10.18,9.82,10,0.36,-1,5,10,23,17,p_+14.140000_+10.180000__+14.940000_+9.820000__sep_+0.360000
