route_name,K_fbss,P_sub,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,snr90_db,snr90_rel_db,mean_bias_deg,max_bias_deg,lambda2_over_noise,degraded_sample_count,num_peaks_found,sanity_failed
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,8,0.865000,0.000000,0.000000,25.558058,28.000000,26.000000,-0.560539,15.136920,1.059194,196,1.730000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,10,0.905000,0.000000,0.000000,22.892320,28.000000,26.000000,0.402004,12.040981,1.065947,190,1.810000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,12,0.950000,0.000000,0.000000,19.291575,28.000000,26.000000,-1.901252,9.819626,1.080008,163,1.900000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,14,0.995000,0.000000,0.000000,7.126843,28.000000,26.000000,-0.168119,1.647395,1.132361,88,1.990000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,16,1.000000,0.000000,0.000000,0.636871,28.000000,26.000000,-0.009037,0.175887,1.220105,40,2.000000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,18,1.000000,0.000000,0.010000,0.365226,28.000000,26.000000,0.007409,0.030837,1.358166,11,2.000000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,20,1.000000,0.040000,0.110000,0.247822,28.000000,26.000000,0.014515,0.028705,1.610085,1,2.000000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,22,1.000000,0.205000,0.465000,0.147636,28.000000,26.000000,-0.013154,0.041051,1.986505,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,24,1.000000,0.510000,0.740000,0.111433,28.000000,26.000000,-0.006981,0.030418,2.593077,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,26,1.000000,0.785000,0.905000,0.074515,28.000000,26.000000,-0.008975,0.027183,3.563000,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,28,1.000000,0.930000,0.985000,0.056985,28.000000,26.000000,-0.002922,0.019042,5.065793,0,2.000000,0
verify_psub_K16_P17_extreme,16,17,10,0.545000,-0.272500,0.272500,30,1.000000,0.985000,1.000000,0.043847,28.000000,26.000000,0.000938,0.017667,7.467654,0,2.000000,0
