route_name,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_count,tol_success_count,tol_success_count_rel,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,rmse_valid_count,mean_num_peaks,snr90_db,snr90_rel_db,lambda2_over_noise_array
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,4,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,12,6,4,4,0.030000,0.020000,0.020000,0.076322,6,1.030000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,14,35,32,29,0.175000,0.160000,0.145000,0.061243,35,1.175000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,16,119,112,110,0.595000,0.560000,0.550000,0.055038,119,1.595000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,18,186,185,184,0.930000,0.925000,0.920000,0.042789,186,1.930000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,20,199,198,198,0.995000,0.990000,0.990000,0.030644,199,1.995000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,22,200,200,200,1.000000,1.000000,1.000000,0.021272,200,2.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,24,200,200,200,1.000000,1.000000,1.000000,0.016808,200,2.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,26,200,200,200,1.000000,1.000000,1.000000,0.013435,200,2.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,28,200,200,200,1.000000,1.000000,1.000000,0.009925,200,2.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,8,0.350000,12.825000,13.175000,30,200,200,200,1.000000,1.000000,1.000000,0.008426,200,2.000000,18.000000,18.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,-4,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,-2,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,4,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1.000000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,14,1,1,1,0.005000,0.005000,0.005000,0.056097,1,1.005000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,16,9,9,8,0.045000,0.045000,0.040000,0.053362,9,1.045000,22.000000,22.000000,NaN
baseline_routeB_centerT_grid_music,9,0.311111,12.844444,13.155556,18,87,86,73,0.435000,0.430000,0.365000,0.052923,87,1.435000,22.000000,22.000000,NaN
